"Step","restful-snow-14 - val/unimodal-imdb-knn--zeroshot-top1-acc","restful-snow-14 - val/unimodal-imdb-knn--zeroshot-top1-acc__MIN","restful-snow-14 - val/unimodal-imdb-knn--zeroshot-top1-acc__MAX"
"199","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"201","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"203","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"205","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"207","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"209","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"211","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"213","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"215","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"217","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"219","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"221","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"223","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"225","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"227","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"229","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"231","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"233","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"235","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"237","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"239","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"241","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"243","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"245","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"247","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"249","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"251","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"253","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"255","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"257","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"259","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"261","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"263","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"265","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"267","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"269","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"271","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"273","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"275","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"277","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"279","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"281","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"283","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"285","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"287","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"289","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"291","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"293","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"295","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"297","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"299","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"301","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"303","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"305","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"307","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"309","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"311","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"313","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"315","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"317","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"319","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"321","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"323","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"325","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"327","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"329","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"331","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"333","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"335","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"337","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"339","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"341","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"343","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"345","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"347","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"349","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"351","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"353","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"355","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"357","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"359","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"361","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"363","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"365","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"367","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"369","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"371","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"373","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"375","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"377","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"379","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"381","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"383","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"385","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"387","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"389","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"391","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"393","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"395","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"397","0.18051999807357788","0.18051999807357788","0.18051999807357788"
"399","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"401","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"403","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"405","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"407","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"409","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"411","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"413","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"415","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"417","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"419","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"421","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"423","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"425","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"427","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"429","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"431","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"433","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"435","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"437","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"439","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"441","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"443","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"445","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"447","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"449","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"451","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"453","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"455","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"457","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"459","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"461","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"463","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"465","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"467","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"469","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"471","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"473","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"475","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"477","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"479","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"481","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"483","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"485","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"487","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"489","0.1974399983882904","0.1974399983882904","0.1974399983882904"
"491","0.1974399983882904","0.1974399983882904","0.1974399983882904"
